index,text,label,score
12346,中信看來也無懸念,neutral,0.8925461769104004
4354,第一節真的沒什麼內容,neutral,0.8749611973762512
38293,對他沒甚麼印象,neutral,0.8729302883148193
38756,這又沒什麼,neutral,0.8652743101119995
7962,又平啦,neutral,0.864592969417572
34252,又平啦,neutral,0.864592969417572
23061,她日本回來後念淡江日文,neutral,0.8455471992492676
37834,一點也不抽象,neutral,0.8410241603851318
17508,公正比較不會有爭議吧ww,neutral,0.8380968570709229
20682,沒關係,neutral,0.8376047015190125
19094,慢一點出手也沒關係～,neutral,0.8363515734672546
5056,讀淡大吧,neutral,0.8330671787261963
17532,跟是不是故意沒關係吧,neutral,0.8280792236328125
10201,這根本沒爭議吧,neutral,0.8247436881065369
5391,沒關係啊,neutral,0.8237289786338806
33443, 不说  不说  不说 ,neutral,0.8148943781852722
6665,沒感覺,neutral,0.8139999508857727
36783,平的,neutral,0.8129129409790039
12345,看來這場無懸念,neutral,0.8095559477806091
46321, 安静的脸  安静的脸  安静的脸 ,neutral,0.8092537522315979
31371,感覺陣容沒太大改變,neutral,0.8069181442260742
28604,沒人注意,neutral,0.8048548698425293
10061,平啦,neutral,0.8048092126846313
23430,又平,neutral,0.80380779504776
24511,又平,neutral,0.80380779504776
29080,沒有貶義,neutral,0.8036141991615295
2648,給得有點平,neutral,0.802070677280426
26720,免費的我就也沒什麼好吐槽的,neutral,0.8016694784164429
10879,平分啊,neutral,0.8007314205169678
21493,這跟空間沒關係吧= =,neutral,0.799797773361206
38457,講年齡真的是 不说 ,neutral,0.7997719645500183
34394,沒懸念,neutral,0.7968844175338745
20709,主bo是不是感冒,neutral,0.7963212132453918
16406,我也很直白:),neutral,0.7947920560836792
20493,他也沒想太多,neutral,0.7915911674499512
20491,他也沒想太多,neutral,0.7915911674499512
17545,跟故不故意無關吧,neutral,0.7908599972724915
17269,沒關係第一局而已,neutral,0.7894678711891174
13303,那個衣服碰到也不影響了,neutral,0.787583589553833
35452,這是我的看法啦，沒有要批評的意思~~~,neutral,0.7870658040046692
